Package,Declaring class,Method,Params,CC
org.apache.commons.math4.legacy.field.linalg,FieldLUDecompositionTest,testMatricesValues1,"()",3
org.apache.commons.math4.legacy.field.linalg,FieldLUDecompositionTest,testMatricesValues2,"()",3
org.apache.commons.math4.legacy.filter,KalmanFilterTest,testConstant,"()",3
org.apache.commons.math4.legacy.filter,KalmanFilterTest,testConstantAcceleration,"()",3
org.apache.commons.math4.legacy.filter,KalmanFilterTest,testCannonball,"()",3
org.apache.commons.math4.legacy.filter,KalmanFilterTest,assertVectorEquals,"(double[] expected, double[] result)",3
org.apache.commons.math4.legacy.fitting,GaussianCurveFitterTest,testMath519,"()",3
org.apache.commons.math4.legacy.fitting,GaussianCurveFitterTest,createDataset,"(double[][] points, double xShift, double yShift)",3
org.apache.commons.math4.legacy.fitting,HarmonicCurveFitterTest,test1PercentError,"()",3
org.apache.commons.math4.legacy.fitting,HarmonicCurveFitterTest,testTinyVariationsData,"()",3
org.apache.commons.math4.legacy.fitting,HarmonicCurveFitterTest,testInitialGuess,"()",3
org.apache.commons.math4.legacy.fitting,HarmonicCurveFitterTest,testMath844,"()",3
org.apache.commons.math4.legacy.fitting,PolynomialCurveFitterTest,testFit,"()",3
org.apache.commons.math4.legacy.fitting,PolynomialCurveFitterTest,buildRandomPolynomial,"(int degree, Random randomizer)",3
org.apache.commons.math4.legacy.fitting,SimpleCurveFitterTest,testPolynomialFit,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,AbstractLeastSquaresOptimizerAbstractTest,assertEquals,"(double tolerance, RealVector actual, double expected)",3
org.apache.commons.math4.legacy.fitting.leastsquares,AbstractLeastSquaresOptimizerAbstractTest,testNoDependency,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,AbstractLeastSquaresOptimizerAbstractTest,testNonInvertible,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,AbstractLeastSquaresOptimizerAbstractTest,testInconsistentSizes1,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,AbstractLeastSquaresOptimizerAbstractTest,testInconsistentSizes2,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,AbstractLeastSquaresOptimizerAbstractTest,testCircleFitting,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,AbstractLeastSquaresOptimizerAbstractTest,testCircleFittingBadInit,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,AbstractLeastSquaresOptimizerAbstractTest,testCircleFittingGoodInit,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,AbstractLeastSquaresOptimizerAbstractTest,doTestStRD,"(StatisticalReferenceDataset dataset, LeastSquaresOptimizer optimizer, double errParams, double errParamsSd)",3
org.apache.commons.math4.legacy.fitting.leastsquares,CircleProblem,target,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,CircleProblem,weight,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,CircleProblem,jacobian,"(double[] params)",3
org.apache.commons.math4.legacy.fitting.leastsquares,CircleVectorial,getRadius,"(Vector2D center)",3
org.apache.commons.math4.legacy.fitting.leastsquares,DifferentiatorVectorMultivariateJacobianFunctionTest,findBevington,"(boolean automatic)",3
org.apache.commons.math4.legacy.fitting.leastsquares,EvaluationTest,testComputeCovariance,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,EvaluationTest,testComputeSigma,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,EvaluationTest,testLazyEvaluationPrecondition,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,EvaluationTest,testDirectEvaluation,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithCholeskyTest,testMoreEstimatedParametersSimple,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithCholeskyTest,testMoreEstimatedParametersUnsorted,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithCholeskyTest,testMaxEvaluations,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithCholeskyTest,testCircleFittingBadInit,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithLUTest,testMoreEstimatedParametersSimple,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithLUTest,testMoreEstimatedParametersUnsorted,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithLUTest,testMaxEvaluations,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithLUTest,testCircleFittingBadInit,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithQRTest,testMoreEstimatedParametersUnsorted,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithQRTest,testMaxEvaluations,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithQRTest,testCircleFittingBadInit,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithSVDTest,testMaxEvaluations,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithSVDTest,testCircleFittingBadInit,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,GaussNewtonOptimizerWithSVDTest,testGetIterations,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,LevenbergMarquardtOptimizerTest,testNonInvertible,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,MinpackTest,minpackTest,"(MinpackFunction function, boolean exceptionExpected)",3
org.apache.commons.math4.legacy.fitting.leastsquares,BardFunction,computeJacobian,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,BardFunction,computeValue,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,KowalikOsborneFunction,computeJacobian,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,KowalikOsborneFunction,computeValue,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,MeyerFunction,computeJacobian,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,MeyerFunction,computeValue,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,Box3DimensionalFunction,computeJacobian,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,Box3DimensionalFunction,computeValue,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,JennrichSampsonFunction,computeJacobian,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,JennrichSampsonFunction,computeValue,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,BrownDennisFunction,computeJacobian,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,BrownDennisFunction,computeValue,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,ChebyquadFunction,buildChebyquadArray,"(int n, double factor)",3
org.apache.commons.math4.legacy.fitting.leastsquares,Osborne1Function,computeJacobian,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,Osborne1Function,computeValue,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,Osborne2Function,computeJacobian,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,Osborne2Function,computeValue,"(double[] variables)",3
org.apache.commons.math4.legacy.fitting.leastsquares,RandomStraightLinePointGenerator,generate,"(int n)",3
org.apache.commons.math4.legacy.fitting.leastsquares,StatisticalReferenceDataset,findLineNumbers,"(String key, Iterable<String> lines)",3
org.apache.commons.math4.legacy.fitting.leastsquares,StraightLineProblem,x,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,StraightLineProblem,y,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,StraightLineProblem,weight,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,StraightLineProblem,solve,"()",3
org.apache.commons.math4.legacy.fitting.leastsquares,StraightLineProblem,jacobian,"(double[] params)",3
org.apache.commons.math4.legacy.genetics,BinaryChromosomeTest,testRandomConstructor,"()",3
org.apache.commons.math4.legacy.genetics,ElitisticListPopulationTest,testNextGeneration,"()",3
org.apache.commons.math4.legacy.genetics,FitnessCachingTest,randomPopulation,"()",3
org.apache.commons.math4.legacy.genetics,FixedGenerationCountTest,testIsSatisfied,"()",3
org.apache.commons.math4.legacy.genetics,GeneticAlgorithmTestBinary,randomPopulation,"()",3
org.apache.commons.math4.legacy.genetics,FindOnes,fitness,"()",3
org.apache.commons.math4.legacy.genetics,GeneticAlgorithmTestPermutations,randomPopulation,"()",3
org.apache.commons.math4.legacy.genetics,MinPermutations,fitness,"()",3
org.apache.commons.math4.legacy.genetics,ListPopulationTest,testAddTooManyChromosomesSingleCall,"()",3
org.apache.commons.math4.legacy.genetics,ListPopulationTest,testIterator,"()",3
org.apache.commons.math4.legacy.genetics,NPointCrossoverTest,testCrossover,"()",3
org.apache.commons.math4.legacy.genetics,NPointCrossoverTest,detectCrossoverPoints,"(BinaryChromosome p1, BinaryChromosome p2, BinaryChromosome c)",3
org.apache.commons.math4.legacy.genetics,OnePointCrossoverTest,testCrossover,"()",3
org.apache.commons.math4.legacy.genetics,RandomKeyTest,testRandomPermutation,"()",3
org.apache.commons.math4.legacy.genetics,UniformCrossoverTest,setUpBeforeClass,"()",3
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,testAddFail,"()",3
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,testPlusMinus,"()",3
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,testMultiply,"()",3
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,testTrace,"()",3
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,testOperate,"()",3
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,testPremultiplyVector,"()",3
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,testPremultiply,"()",3
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,testGetEntry,"()",3
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,createIdenticalCopy,"(double[][] matrix)",3
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,columnToVector,"(double[][] column)",3
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,columnToArray,"(double[][] column)",3
org.apache.commons.math4.legacy.linear,Array2DRowRealMatrixTest,checkArrays,"(double[] expected, double[] actual)",3
org.apache.commons.math4.legacy.linear,ArrayFieldVectorTest,testSerial,"()",3
org.apache.commons.math4.legacy.linear,ArrayFieldVectorTest,checkArray,"(String msg, Dfp[] m, Dfp[] n)",3
org.apache.commons.math4.legacy.linear,ArrayFieldVectorTest,testWalkInDefaultOrderChangingVisitor1,"()",3
org.apache.commons.math4.legacy.linear,ArrayFieldVectorTest,testWalkInDefaultOrderChangingVisitor3,"()",3
org.apache.commons.math4.legacy.linear,ArrayFieldVectorTest,testWalkInOptimizedOrderChangingVisitor1,"()",3
org.apache.commons.math4.legacy.linear,ArrayFieldVectorTest,testWalkInOptimizedOrderChangingVisitor3,"()",3
org.apache.commons.math4.legacy.linear,ArrayFieldVectorTest,create,"(int n)",3
org.apache.commons.math4.legacy.linear,FieldVectorTestImpl,mapMultiply,"(T d)",3
org.apache.commons.math4.legacy.linear,FieldVectorTestImpl,dotProduct,"(FieldVector<T> v)",3
org.apache.commons.math4.legacy.linear,FieldVectorTestImpl,dotProduct,"(T[] v)",3
org.apache.commons.math4.legacy.linear,BigRealTest,testSerial,"()",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,testAddFail,"()",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,testPlusMinus,"()",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,testMultiply,"()",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,testTrace,"()",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,testOperate,"()",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,testOperateLarge,"()",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,testOperatePremultiplyLarge,"()",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,testPremultiplyVector,"()",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,testPremultiply,"()",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,testGetEntry,"()",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,columnToVector,"(Dfp[][] column)",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,columnToArray,"(Dfp[][] column)",3
org.apache.commons.math4.legacy.linear,BlockFieldMatrixTest,checkArrays,"(Dfp[] expected, Dfp[] actual)",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,testAddFail,"()",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,testPlusMinus,"()",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,testMultiply,"()",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,testTrace,"()",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,testOperate,"()",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,testOperateLarge,"()",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,testOperatePremultiplyLarge,"()",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,testPremultiplyVector,"()",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,testPremultiply,"()",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,testGetEntry,"()",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,columnToVector,"(double[][] column)",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,columnToArray,"(double[][] column)",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,checkArrays,"(double[] expected, double[] actual)",3
org.apache.commons.math4.legacy.linear,BlockRealMatrixTest,assertClose,"(double[] m, double[] n, double tolerance)",3
org.apache.commons.math4.legacy.linear,ConjugateGradientTest,testEventManagement,"()",3
org.apache.commons.math4.legacy.linear,ConjugateGradientTest,testUnpreconditionedNormOfResidual,"()",3
org.apache.commons.math4.legacy.linear,ConjugateGradientTest,testPreconditionedNormOfResidual,"()",3
org.apache.commons.math4.legacy.linear,DiagonalMatrixTest,testCopy,"()",3
org.apache.commons.math4.legacy.linear,DiagonalMatrixTest,testAddToEntry,"()",3
org.apache.commons.math4.legacy.linear,DiagonalMatrixTest,testMultiplyEntry,"()",3
org.apache.commons.math4.legacy.linear,EigenDecompositionTest,testMath308,"()",3
org.apache.commons.math4.legacy.linear,EigenDecompositionTest,testMathpbx02,"()",3
org.apache.commons.math4.legacy.linear,EigenDecompositionTest,testMathpbx03,"()",3
org.apache.commons.math4.legacy.linear,EigenDecompositionTest,testEigenvalues,"()",3
org.apache.commons.math4.legacy.linear,EigenDecompositionTest,checkUnsymmetricMatrix,"(RealMatrix m)",3
org.apache.commons.math4.legacy.linear,EigenDecompositionTest,testEigenvectors,"()",3
org.apache.commons.math4.legacy.linear,EigenDecompositionTest,checkEigenValues,"(double[] targetValues, EigenDecomposition ed, double tolerance)",3
org.apache.commons.math4.legacy.linear,EigenDecompositionTest,isIncludedValue,"(double value, double[] searchArray, double tolerance)",3
org.apache.commons.math4.legacy.linear,EigenSolverTest,testNonInvertible,"()",3
org.apache.commons.math4.legacy.linear,FieldLUDecompositionTest,testNonSquare,"()",3
org.apache.commons.math4.legacy.linear,FieldLUDecompositionTest,testPAEqualLU,"()",3
org.apache.commons.math4.legacy.linear,FieldLUDecompositionTest,testMatricesValues1,"()",3
org.apache.commons.math4.legacy.linear,FieldLUDecompositionTest,testMatricesValues2,"()",3
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,testAddFail,"()",3
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,testPlusMinus,"()",3
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,testMultiply,"()",3
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,testTrace,"()",3
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,testOperate,"()",3
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,testPremultiplyVector,"()",3
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,testPremultiply,"()",3
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,testGetEntry,"()",3
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,columnToVector,"(Dfp[][] column)",3
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,columnToArray,"(Dfp[][] column)",3
org.apache.commons.math4.legacy.linear,FieldMatrixImplTest,checkArrays,"(Dfp[] expected, Dfp[] actual)",3
org.apache.commons.math4.legacy.linear,HessenbergTransformerTest,testNonSquare,"()",3
org.apache.commons.math4.legacy.linear,LUDecompositionTest,testNonSquare,"()",3
org.apache.commons.math4.legacy.linear,LUDecompositionTest,testMatricesValues1,"()",3
org.apache.commons.math4.legacy.linear,LUDecompositionTest,testMatricesValues2,"()",3
org.apache.commons.math4.legacy.linear,MatrixUtilsTest,testCreateIdentityMatrix,"()",3
org.apache.commons.math4.legacy.linear,MatrixUtilsTest,testcreateFieldIdentityMatrix,"()",3
org.apache.commons.math4.legacy.linear,MatrixUtilsTest,asDfp,"(double[] data)",3
org.apache.commons.math4.legacy.linear,OpenIntToDoubleHashMapTest,generate,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToDoubleHashMapTest,createFromJavaMap,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToDoubleHashMapTest,assertPutAndGet,"(OpenIntToDoubleHashMap map, int mapSize, Set<Integer> keysInMap)",3
org.apache.commons.math4.legacy.linear,OpenIntToDoubleHashMapTest,testPutAbsentOnExisting,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToDoubleHashMapTest,testPutOnExisting,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToDoubleHashMapTest,testGetAbsent,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToDoubleHashMapTest,testRemove,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToDoubleHashMapTest,testRemove2,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToDoubleHashMapTest,testRemoveAbsent,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToDoubleHashMapTest,testCopy,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToDoubleHashMapTest,testConcurrentModification,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToFieldTest,generate,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToFieldTest,createFromJavaMap,"(Field<Dfp> field)",3
org.apache.commons.math4.legacy.linear,OpenIntToFieldTest,assertPutAndGet,"(OpenIntToFieldHashMap<Dfp> map, int mapSize, Set<Integer> keysInMap)",3
org.apache.commons.math4.legacy.linear,OpenIntToFieldTest,testPutAbsentOnExisting,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToFieldTest,testPutOnExisting,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToFieldTest,testGetAbsent,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToFieldTest,testRemove,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToFieldTest,testRemove2,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToFieldTest,testRemoveAbsent,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToFieldTest,testCopy,"()",3
org.apache.commons.math4.legacy.linear,OpenIntToFieldTest,testConcurrentModification,"()",3
org.apache.commons.math4.legacy.linear,RealMatrixFormatAbstractTest,testParseNoComponents,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testGetEntry,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,doTestAppendScalar,"(String message, RealVector v, double d, double delta)",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testSetSubVectorSameType,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testSetSubVectorMixedType,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,doTestGetDistance,"(boolean mixed)",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testGetNorm,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,doTestGetL1Distance,"(boolean mixed)",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testGetL1Norm,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,doTestGetLInfDistance,"(boolean mixed)",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testGetLInfNorm,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,doTestMapFunction,"(UnivariateFunction f, boolean inPlace)",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testMap,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testMapToSelf,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testToArray,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,doTestDotProductRegularValues,"(boolean mixed)",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,doTestCosine,"(boolean mixed)",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testWalkInDefaultOrderChangingVisitor1,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testWalkInDefaultOrderChangingVisitor3,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testWalkInOptimizedOrderChangingVisitor1,"()",3
org.apache.commons.math4.legacy.linear,RealVectorAbstractTest,testWalkInOptimizedOrderChangingVisitor3,"()",3
org.apache.commons.math4.legacy.linear,RealVectorFormatAbstractTest,testParseNoComponents,"()",3
org.apache.commons.math4.legacy.linear,SchurTransformerTest,testNonSquare,"()",3
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testMoreRows,"()",3
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testMoreColumns,"()",3
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testStability1,"()",3
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,testStability2,"()",3
org.apache.commons.math4.legacy.linear,SingularValueDecompositionTest,loadRealMatrix,"(RealMatrix m, String resourceName)",3
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testAddFail,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testPlusMinus,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testMultiply,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testTrace,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testOperate,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testPremultiplyVector,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testPremultiply,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,testGetEntry,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,columnToVector,"(Dfp[][] column)",3
org.apache.commons.math4.legacy.linear,SparseFieldMatrixTest,assertClose,"(String msg, Dfp[] m, Dfp[] n, double tolerance)",3
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testMisc,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,assertEquals,"(String msg, Dfp[] m, Dfp[] n)",3
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,assertClose,"(String msg, Dfp[] m, Dfp[] n, double tolerance)",3
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testWalkInDefaultOrderChangingVisitor1,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testWalkInDefaultOrderChangingVisitor3,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testWalkInOptimizedOrderChangingVisitor1,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,testWalkInOptimizedOrderChangingVisitor3,"()",3
org.apache.commons.math4.legacy.linear,SparseFieldVectorTest,create,"(int n)",3
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testAddFail,"()",3
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testPlusMinus,"()",3
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testMultiply,"()",3
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testTrace,"()",3
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testOperate,"()",3
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testPremultiplyVector,"()",3
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testPremultiply,"()",3
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,testGetEntry,"()",3
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,columnToVector,"(double[][] column)",3
org.apache.commons.math4.legacy.linear,SparseRealMatrixTest,assertClose,"(String msg, double[] m, double[] n, double tolerance)",3
org.apache.commons.math4.legacy.linear,SymmLQTest,testUnpreconditionedNormOfResidual,"()",3
org.apache.commons.math4.legacy.linear,SymmLQTest,testPreconditionedNormOfResidual,"()",3
org.apache.commons.math4.legacy.linear,TriDiagonalTransformerTest,testNonSquare,"()",3
org.apache.commons.math4.legacy.linear,TriDiagonalTransformerTest,checkNoAccessBelowDiagonal,"(double[][] data)",3
org.apache.commons.math4.legacy.linear,TriDiagonalTransformerTest,checkMatricesValues,"(double[][] matrix, double[][] qRef, double[] mainDiagnonal, double[] secondaryDiagonal)",3
org.apache.commons.math4.legacy.linear,UnmodifiableArrayRealVectorTest,createVector,"()",3
org.apache.commons.math4.legacy.linear,UnmodifiableOpenMapRealVectorTest,createVector,"()",3
org.apache.commons.math4.legacy.linear,UnmodifiableRealVectorAbstractTest,equals,"(double[] x, double[] y)",3
org.apache.commons.math4.legacy.linear,UnmodifiableRealVectorAbstractTest,equals,"(RealVector x, RealVector y)",3
org.apache.commons.math4.legacy.linear,UnmodifiableRealVectorAbstractTest,equals,"(RealVector x, double[] y)",3
org.apache.commons.math4.legacy.linear,UnmodifiableRealVectorAbstractTest,testAllButExcluded,"()",3
org.apache.commons.math4.legacy.linear,UnmodifiableRealVectorAbstractTest,testGetEntry,"()",3
org.apache.commons.math4.legacy.linear,UnmodifiableRealVectorAbstractTest,testSetEntry,"()",3
org.apache.commons.math4.legacy.linear,UnmodifiableRealVectorAbstractTest,testAddToEntry,"()",3
org.apache.commons.math4.legacy.ml.clustering,DBSCANClustererTest,testCluster,"()",3
org.apache.commons.math4.legacy.ml.clustering,ElkanKMeansPlusPlusClustererTest,oneClusterCenterShouldBeTheMean,"()",3
org.apache.commons.math4.legacy.ml.clustering,ElkanKMeansPlusPlusClustererTest,generatePoints,"(int n, int d)",3
org.apache.commons.math4.legacy.ml.clustering,MiniBatchKMeansClustererTest,generateCircle,"(int count, double[] center, double radius, UniformRandomProvider random)",3
org.apache.commons.math4.legacy.ml.clustering,MiniBatchKMeansClustererTest,assertException,"(Runnable block, Class<? extends Throwable> exceptionClass)",3
org.apache.commons.math4.legacy.ml.clustering,MiniBatchKMeansClustererTest,predict,"(List<CentroidCluster<T>> clusters, Clusterable point, DistanceMeasure measure)",3
org.apache.commons.math4.legacy.ml.clustering,MultiKMeansPlusPlusClustererTest,dimension2,"()",3
org.apache.commons.math4.legacy.ode,ContinuousOutputFieldModelTest,doTestRandomAccess,"(Field<T> field)",3
org.apache.commons.math4.legacy.ode,ContinuousOutputFieldModelTest,doTestModelsMerging,"(Field<T> field)",3
org.apache.commons.math4.legacy.ode,ContinuousOutputFieldModelTest,buildInterpolator,"(Field<T> field, double t0, double t1, double[] y)",3
org.apache.commons.math4.legacy.ode,ContinuousOutputModelTest,testRandomAccess,"()",3
org.apache.commons.math4.legacy.ode,ContinuousOutputModelTest,testModelsMerging,"()",3
org.apache.commons.math4.legacy.ode,ContinuousOutputModelTest,checkAppendError,"(ContinuousOutputModel cm, double t0, double[] y0, double t1)",3
